order_id,customer_id,order_date,promised_delivery_time,actual_delivery_time,delivery_status,order_total,payment_method,delivery_partner_id,store_id,total_items,order_value,product_id,category,product_name,brand,margin_percentage,customer_name,area,customer_segment,total_orders,avg_order_value,registration_date,delivery_time_minutes,distance_km,reasons_if_delayed,rating,sentiment,feedback_category,delivery_delay_flag,customer_lifetime_value,purchase_frequency,rating_category,order_month,order_week,order_hour,is_new_customer
9171116867,87107263,2023-10-22 11:15:33,2023-10-22 11:25:33,2023-10-22 11:37:33,slightly delayed,822.63,Card,73907,6899,3,1079.94,500739,Dairy & Breakfast,Bread,Aggarwal Group,20,Lakshmi Arora,Vijayawada,Inactive,9,1659.56,2024-10-02,12,2.23,Traffic,4,neutral,Customer Service,0,14936.039999999999,9,High,2023-10,2023-10-16/2023-10-22,11,0
5504941865,76512976,2024-01-28 02:39:11,2024-01-28 02:55:11,2024-01-28 03:06:11,slightly delayed,2287.68,Wallet,56077,9809,1,317.05,540618,Snacks & Munchies,Popcorn,Golla-Luthra,35,Yashica Pathak,Belgaum,New,5,279.89,2024-07-27,11,4.45,Traffic,5,positive,App Experience,0,1399.4499999999998,5,High,2024-01,2024-01-22/2024-01-28,2,0
5868326481,37556526,2024-03-15 21:07:07,2024-03-15 21:24:07,2024-03-15 21:21:07,on time,1962.35,Wallet,94140,3106,3,404.07,53833,Grocery & Staples,Rice,Tella-Master,15,Anjali Varkey,Farrukhabad,Inactive,18,1200.18,2024-06-14,-3,2.8,,4,neutral,Product Quality,0,21603.24,18,High,2024-03,2024-03-11/2024-03-17,21,0
2137046916,12059049,2024-02-03 08:50:32,2024-02-03 09:03:32,2024-02-03 09:01:32,on time,3373.96,UPI,12377,1007,2,88.18,455755,Household Care,Detergent,Mangal-Sathe,25,Jagdish Mander,Nizamabad,Regular,17,235.4,2024-09-23,-2,1.78,,4,positive,Customer Service,0,4001.8,17,High,2024-02,2024-01-29/2024-02-04,8,0
8195544338,26199489,2023-04-26 04:03:57,2023-04-26 04:20:57,2023-04-26 04:28:57,slightly delayed,845.71,Wallet,102,3809,1,287.81,131937,Instant & Frozen Food,Frozen Pizza,"Varkey, Devi and Ganguly",40,Aarna Gola,Serampore,Inactive,11,479.65,2024-07-15,8,1.16,Traffic,4,neutral,Delivery,0,5276.15,11,High,2023-04,2023-04-24/2023-04-30,4,0
2889700050,84848018,2024-04-30 16:22:26,2024-04-30 16:33:26,2024-04-30 16:36:26,on time,2706.54,Wallet,45032,78,1,211.25,798639,Dairy & Breakfast,Eggs,Subramaniam LLC,20,Jackson Roy,Alappuzha,Regular,19,557.81,2023-06-26,3,3.07,Traffic,4,neutral,Delivery,0,10598.39,19,High,2024-04,2024-04-29/2024-05-05,16,0
65827885,47577193,2023-07-27 00:13:05,2023-07-27 00:25:05,2023-07-27 00:20:05,on time,1132.98,Cash,1108,3817,3,1824.0,324809,Dairy & Breakfast,Bread,Sidhu PLC,20,Chaaya Wable,Dehri,Premium,16,1578.87,2024-02-05,-5,1.65,,1,negative,Delivery,0,25261.92,16,Low,2023-07,2023-07-24/2023-07-30,0,0
4656471694,60728956,2023-12-09 08:08:08,2023-12-09 08:27:08,2023-12-09 08:35:08,slightly delayed,1525.5,Cash,62782,5739,1,877.89,679284,Pharmacy,Cough Syrup,Pant LLC,20,Andrew Nigam,Khandwa,Premium,15,1764.25,2023-06-26,8,3.7,Traffic,3,negative,Customer Service,0,26463.75,15,Medium,2023-12,2023-12-04/2023-12-10,8,0
6625178717,62068277,2023-07-01 04:24:22,2023-07-01 04:40:22,2023-07-01 04:53:22,slightly delayed,5718.09,Card,74906,2130,3,710.8499999999999,952168,Snacks & Munchies,Popcorn,"Krishnamurthy, Sibal and Das",35,Zarna Shetty,Hosur,Regular,6,1515.17,2024-03-03,13,4.22,Traffic,2,negative,Product Quality,0,9091.02,6,Low,2023-07,2023-06-26/2023-07-02,4,0
7169557514,84824280,2023-03-21 05:27:13,2023-03-21 05:38:13,2023-03-21 05:50:13,slightly delayed,2970.9,Card,79516,9535,2,957.58,706112,Pharmacy,Vitamins,"Magar, Gara and Garg",20,Kamya Narayan,Ongole,Inactive,17,1752.91,2024-05-09,12,3.28,Traffic,2,negative,Product Quality,0,29799.47,17,Low,2023-03,2023-03-20/2023-03-26,5,0
2268306684,66742602,2024-05-28 14:59:08,2024-05-28 15:11:08,2024-05-28 15:10:08,on time,2991.57,Wallet,65733,6847,2,833.3,812607,Fruits & Vegetables,Potatoes,Rege Group,25,Yatan Uppal,Jalna,New,14,1981.09,2023-07-01,-1,1.82,,5,positive,Delivery,0,27735.26,14,High,2024-05,2024-05-27/2024-06-02,14,0
6905293278,97259564,2024-06-16 10:23:23,2024-06-16 10:36:23,2024-06-16 11:02:23,significantly delayed,1404.68,Cash,53868,4187,1,922.64,799952,Dairy & Breakfast,Cheese,Padmanabhan-Virk,20,Watika Narayanan,Khammam,Premium,6,1047.69,2024-02-18,26,0.58,Traffic,3,neutral,Delivery,0,6286.14,6,Medium,2024-06,2024-06-10/2024-06-16,10,0
1769493463,3292927,2024-06-26 07:13:47,2024-06-26 07:29:47,2024-06-26 07:24:47,on time,2541.32,Wallet,22954,7071,3,101.28,709916,Household Care,Detergent,Varkey LLC,25,Nisha Iyer,Rewa,New,6,1795.72,2024-01-12,-5,1.21,,2,negative,App Experience,0,10774.32,6,Low,2024-06,2024-06-24/2024-06-30,7,0
5003387344,26592009,2024-06-23 10:53:47,2024-06-23 11:05:47,2024-06-23 11:00:47,on time,2475.69,Wallet,21004,7477,3,1656.6000000000001,67197,Dairy & Breakfast,Butter,Shetty-Bora,20,Michael Dhingra,Adoni,Premium,14,317.83,2023-11-02,-5,4.52,,4,neutral,Delivery,0,4449.62,14,High,2024-06,2024-06-17/2024-06-23,10,0
2064484752,89995124,2024-05-07 22:42:49,2024-05-07 23:00:49,2024-05-07 22:55:49,on time,1949.92,Wallet,43022,1116,3,291.12,937542,Grocery & Staples,Wheat Flour,Khurana and Sons,15,Gauri Butala,Muzaffarpur,Premium,6,995.42,2023-10-29,-5,2.29,,3,neutral,Customer Service,0,5972.5199999999995,6,Medium,2024-05,2024-05-06/2024-05-12,22,0
964822979,88520326,2024-07-13 10:38:00,2024-07-13 10:49:00,2024-07-13 10:47:00,on time,5804.23,Wallet,42914,7603,2,88.18,455755,Household Care,Detergent,Mangal-Sathe,25,Chasmum Dhaliwal,Asansol,Premium,14,1537.05,2023-11-26,-2,1.09,,3,negative,Product Quality,0,21518.7,14,Medium,2024-07,2024-07-08/2024-07-14,10,0
6037899648,22738465,2024-03-27 17:44:43,2024-03-27 18:00:43,2024-03-27 18:04:43,on time,1231.03,Cash,59131,914,1,212.14,669378,Fruits & Vegetables,Potatoes,Chadha and Sons,25,Gabriel Oak,Narasaraopet,Inactive,16,1903.09,2023-07-02,4,4.56,Traffic,3,neutral,Product Quality,0,30449.44,16,Medium,2024-03,2024-03-25/2024-03-31,17,0
9347571484,29562072,2024-11-02 17:15:15,2024-11-02 17:26:15,2024-11-02 17:39:15,slightly delayed,3138.06,Card,88612,9615,2,1755.96,112390,Personal Care,Toothpaste,"Kibe, Contractor and Randhawa",35,Edhitha Ranganathan,Hindupur,New,10,1449.0,2023-08-10,13,3.29,Traffic,3,negative,Product Quality,0,14490.0,10,Medium,2024-11,2024-10-28/2024-11-03,17,0
3286177534,10225164,2023-06-24 23:52:15,2023-06-25 00:09:15,2023-06-25 00:07:15,on time,3612.26,Wallet,90038,6046,1,493.19,891833,Dairy & Breakfast,Curd,Mani PLC,20,Siya Parmer,Dehri,Inactive,20,491.07,2024-09-25,-2,3.07,,3,neutral,Delivery,0,9821.4,20,Medium,2023-06,2023-06-19/2023-06-25,23,0
9073572548,97111069,2023-05-02 23:13:42,2023-05-02 23:25:42,2023-05-02 23:47:42,significantly delayed,1091.89,Card,28575,6542,1,726.41,60619,Cold Drinks & Juices,Iced Tea,Bhasin LLC,30,Megha Hora,North Dumdum,Inactive,10,1898.27,2024-02-16,22,4.77,Traffic,4,neutral,Customer Service,0,18982.7,10,High,2023-05,2023-05-01/2023-05-07,23,0
8395583761,1989720,2024-08-04 23:35:44,2024-08-04 23:53:44,2024-08-04 23:48:44,on time,410.62,UPI,84816,5448,3,2624.34,561860,Cold Drinks & Juices,Orange Juice,Gupta Ltd,30,Anusha Bahri,Saharanpur,Inactive,6,239.76,2023-11-10,-5,3.53,,4,positive,App Experience,0,1438.56,6,High,2024-08,2024-07-29/2024-08-04,23,0
6355378227,67092149,2023-08-11 16:52:36,2023-08-11 17:06:36,2023-08-11 17:05:36,on time,5019.02,UPI,23910,810,1,102.44,993331,Grocery & Staples,Pulses,"Parmer, Gola and Yogi",15,Daksh Atwal,Davanagere,Premium,1,376.48,2023-12-16,-1,3.91,,4,positive,Customer Service,0,376.48,1,High,2023-08,2023-08-07/2023-08-13,16,1
277376321,89784343,2024-07-28 04:25:12,2024-07-28 04:45:12,2024-07-28 04:44:12,on time,3694.48,Wallet,78589,3357,3,231.32999999999998,94225,Household Care,Toilet Cleaner,"Gulati, Ram and Sarkar",25,Radhika Kaul,Dibrugarh,Premium,11,673.6,2024-04-02,-1,3.85,,4,positive,App Experience,0,7409.6,11,High,2024-07,2024-07-22/2024-07-28,4,0
8559748526,45868300,2023-04-05 18:07:19,2023-04-05 18:27:19,2023-04-05 18:28:19,on time,1152.09,Wallet,93002,2270,1,508.0,552496,Household Care,Dish Soap,Dhar PLC,25,Isha Sheth,Ratlam,Premium,7,584.9,2023-08-24,1,0.94,Traffic,4,neutral,App Experience,0,4094.2999999999997,7,High,2023-04,2023-04-03/2023-04-09,18,0
1458051433,50760752,2024-04-26 09:14:56,2024-04-26 09:30:56,2024-04-26 09:26:56,on time,1055.18,UPI,61040,7426,3,1823.0099999999998,57405,Baby Care,Baby Food,Srinivas PLC,30,Yug Varughese,Maheshtala,New,14,1670.47,2023-03-17,-4,2.75,,4,neutral,App Experience,0,23386.58,14,High,2024-04,2024-04-22/2024-04-28,9,0
5838302640,96795047,2023-05-12 05:46:25,2023-05-12 06:02:25,2023-05-12 06:09:25,slightly delayed,3377.44,UPI,30907,4242,3,271.68,240179,Pharmacy,Cough Syrup,Ram-Suri,20,Osha Desai,Chittoor,New,15,1834.19,2024-05-03,7,1.7,Traffic,4,neutral,App Experience,0,27512.850000000002,15,High,2023-05,2023-05-08/2023-05-14,5,0
1380971977,16561710,2024-06-02 13:04:55,2024-06-02 13:21:55,2024-06-02 13:16:55,on time,3117.74,Cash,52614,6655,3,2929.6499999999996,602241,Snacks & Munchies,Nuts,Bahl-Pau,35,Isaiah Natt,Baranagar,New,12,1043.28,2023-09-16,-5,4.09,,3,neutral,Product Quality,0,12519.36,12,Medium,2024-06,2024-05-27/2024-06-02,13,0
1221099013,35156679,2023-07-23 10:45:59,2023-07-23 11:01:59,2023-07-23 11:03:59,on time,4335.11,Wallet,60689,8589,1,287.81,131937,Instant & Frozen Food,Frozen Pizza,"Varkey, Devi and Ganguly",40,Chakradev Verma,Etawah,Premium,8,1412.4,2024-01-07,2,3.15,Traffic,4,neutral,Customer Service,0,11299.2,8,High,2023-07,2023-07-17/2023-07-23,10,0
6771166303,87718744,2023-07-24 04:21:07,2023-07-24 04:36:07,2023-07-24 04:48:07,slightly delayed,816.38,Wallet,98179,2820,3,637.83,677542,Household Care,Toilet Cleaner,Thaman-Lanka,25,Max Pandit,Bathinda,Regular,6,863.84,2023-09-29,12,2.55,Traffic,3,negative,Product Quality,0,5183.04,6,Medium,2023-07,2023-07-24/2023-07-30,4,0
7111337755,10524732,2023-05-06 05:52:44,2023-05-06 06:07:44,2023-05-06 06:04:44,on time,1550.71,Cash,84833,4083,3,691.74,888807,Dairy & Breakfast,Bread,Arya Group,20,Bhavna Ramesh,Rajahmundry,Regular,18,1830.92,2023-11-16,-3,3.44,,4,neutral,Customer Service,0,32956.56,18,High,2023-05,2023-05-01/2023-05-07,5,0
5562922993,62416456,2023-12-06 02:04:19,2023-12-06 02:14:19,2023-12-06 02:17:19,on time,2292.64,Wallet,73904,418,1,317.05,540618,Snacks & Munchies,Popcorn,Golla-Luthra,35,Diya Chakrabarti,Medininagar,Inactive,18,752.91,2023-09-25,3,1.64,Traffic,4,neutral,Product Quality,0,13552.38,18,High,2023-12,2023-12-04/2023-12-10,2,0
5630957897,69925688,2024-06-18 07:17:42,2024-06-18 07:32:42,2024-06-18 07:36:42,on time,827.44,Wallet,14408,468,2,831.5,876139,Grocery & Staples,Pulses,Cherian-Dara,15,Yashica Sehgal,Nandyal,Inactive,20,1350.67,2024-02-25,4,3.92,Traffic,4,neutral,Delivery,0,27013.4,20,High,2024-06,2024-06-17/2024-06-23,7,0
1787380558,5140660,2023-11-08 17:24:58,2023-11-08 17:43:58,2023-11-08 17:45:58,on time,2066.77,Cash,95835,862,3,2467.89,444361,Pharmacy,Pain Reliever,"Prakash, Bawa and Kale",20,Tripti Loke,Akola,Inactive,17,908.68,2023-08-18,2,2.8,Traffic,4,neutral,App Experience,0,15447.56,17,High,2023-11,2023-11-06/2023-11-12,17,0
32613017,82594354,2023-03-17 00:20:41,2023-03-17 00:36:41,2023-03-17 00:36:41,on time,2354.28,Card,77303,3364,1,530.85,451812,Pharmacy,Pain Reliever,"Batra, Sant and Mandal",20,Harinakshi Sule,Avadi,Regular,7,321.8,2024-01-04,0,4.0,,5,positive,Delivery,0,2252.6,7,High,2023-03,2023-03-13/2023-03-19,0,0
2039041670,88324928,2024-11-01 09:45:47,2024-11-01 10:05:47,2024-11-01 10:20:47,slightly delayed,96.33,Wallet,31963,1003,1,443.17,287070,Grocery & Staples,Wheat Flour,"Gala, Magar and Rajagopal",15,Geetika Nanda,Alappuzha,Regular,13,340.65,2023-03-19,15,2.12,Traffic,4,neutral,Product Quality,0,4428.45,13,High,2024-11,2024-10-28/2024-11-03,9,0
210693801,71235336,2024-08-21 03:59:25,2024-08-21 04:10:25,2024-08-21 04:12:25,on time,3561.22,UPI,14789,4184,3,2589.54,432617,Baby Care,Baby Wipes,Dora-Pillai,30,Gabriel Sawhney,Bokaro,Regular,16,248.21,2024-01-30,2,2.5,Traffic,3,negative,Customer Service,0,3971.36,16,Medium,2024-08,2024-08-19/2024-08-25,3,0
8120002258,57833505,2024-01-01 00:05:08,2024-01-01 00:15:08,2024-01-01 00:11:08,on time,1213.05,Card,61526,6830,1,287.81,131937,Instant & Frozen Food,Frozen Pizza,"Varkey, Devi and Ganguly",40,Pooja Nadkarni,Thrissur,New,5,1832.55,2024-01-10,-4,2.43,,3,neutral,Delivery,0,9162.75,5,Medium,2024-01,2024-01-01/2024-01-07,0,0
2177917034,12402437,2024-02-08 20:03:51,2024-02-08 20:16:51,2024-02-08 20:25:51,slightly delayed,3134.8,Card,75636,4829,2,325.34,144124,Household Care,Detergent,Lalla-Srinivasan,25,Kamala Rama,Rajahmundry,New,14,1580.62,2024-06-29,9,0.73,Traffic,5,positive,App Experience,0,22128.68,14,High,2024-02,2024-02-05/2024-02-11,20,0
4254814926,59890331,2024-04-21 06:14:58,2024-04-21 06:34:58,2024-04-21 06:33:58,on time,3818.33,Wallet,1761,7830,1,608.0,324809,Dairy & Breakfast,Bread,Sidhu PLC,20,Raagini Badal,Chennai,Premium,16,552.68,2024-11-01,-1,1.74,,3,negative,App Experience,0,8842.88,16,Medium,2024-04,2024-04-15/2024-04-21,6,0
6074172790,14944819,2023-07-26 02:15:37,2023-07-26 02:26:37,2023-07-26 02:30:37,on time,2008.84,Wallet,3481,4057,2,461.16,888807,Dairy & Breakfast,Bread,Arya Group,20,Triya Patla,Anand,Premium,14,1127.8,2023-11-24,4,2.48,Traffic,4,positive,Customer Service,0,15789.199999999999,14,High,2023-07,2023-07-24/2023-07-30,2,0
3381573131,67386193,2024-07-16 00:33:21,2024-07-16 00:47:21,2024-07-16 00:42:21,on time,114.52,Cash,50582,7456,1,727.95,684939,Personal Care,Lotion,"Sibal, Bhatnagar and Rajan",35,Wakeeta Khurana,Pali,Regular,14,1029.98,2024-06-01,-5,4.91,,1,negative,Delivery,0,14419.720000000001,14,Low,2024-07,2024-07-15/2024-07-21,0,0
3773745777,67701771,2024-05-02 14:40:25,2024-05-02 14:58:25,2024-05-02 14:58:25,on time,1488.19,Card,97135,8100,1,395.82,734789,Snacks & Munchies,Popcorn,"Chaudhari, Pant and Singh",35,Gaurav Sodhi,Mathura,Premium,9,550.5,2023-11-14,0,3.31,,4,neutral,Customer Service,0,4954.5,9,High,2024-05,2024-04-29/2024-05-05,14,0
9251939156,89910157,2023-12-30 12:39:53,2023-12-30 12:51:53,2023-12-30 12:58:53,slightly delayed,891.6,Cash,57095,7206,3,1247.25,876139,Grocery & Staples,Pulses,Cherian-Dara,15,Dayamai Ray,Khandwa,New,5,1859.93,2023-03-19,7,2.35,Traffic,4,positive,App Experience,0,9299.65,5,High,2023-12,2023-12-25/2023-12-31,12,0
3872982303,15484407,2024-02-03 01:04:33,2024-02-03 01:24:33,2024-02-03 01:25:33,on time,1779.45,Wallet,60234,7886,2,1035.54,56589,Pharmacy,Vitamins,"Pai, Kashyap and Ramachandran",20,Saksham Kaur,Kakinada,Premium,18,560.95,2024-06-11,1,2.6,Traffic,4,neutral,Delivery,0,10097.1,18,High,2024-02,2024-01-29/2024-02-04,1,0
2625987757,10769994,2023-08-01 07:42:43,2023-08-01 07:54:43,2023-08-01 07:56:43,on time,169.88,UPI,51273,4569,1,432.0,890232,Cold Drinks & Juices,Mango Drink,Jha Group,30,Tripti Tandon,Begusarai,Regular,10,1122.23,2023-05-07,2,4.7,Traffic,3,neutral,Delivery,0,11222.3,10,Medium,2023-08,2023-07-31/2023-08-06,7,0
3162249401,85519349,2024-05-03 13:21:58,2024-05-03 13:31:58,2024-05-03 13:31:58,on time,4406.98,Cash,47552,2221,1,863.18,432617,Baby Care,Baby Wipes,Dora-Pillai,30,Harshil Kari,Anand,New,8,336.36,2023-12-07,0,1.72,,4,positive,Delivery,0,2690.88,8,High,2024-05,2024-04-29/2024-05-05,13,0
3108986741,49241309,2023-10-17 19:29:19,2023-10-17 19:43:19,2023-10-17 19:44:19,on time,2401.92,Wallet,60867,6530,3,953.46,687218,Cold Drinks & Juices,Mango Drink,"Sankaran, Pall and Gola",30,Pahal Palla,Gurgaon,Inactive,11,1340.89,2024-06-19,1,2.09,Traffic,3,negative,Product Quality,0,14749.79,11,Medium,2023-10,2023-10-16/2023-10-22,19,0
1851474741,23348269,2023-11-01 13:29:17,2023-11-01 13:42:17,2023-11-01 13:51:17,slightly delayed,3742.79,Card,12879,8735,3,2482.32,970529,Baby Care,Diapers,"Kurian, Patla and Sanghvi",30,Rudra Dutta,Ahmednagar,Inactive,9,1251.82,2024-02-28,9,4.09,Traffic,2,negative,Product Quality,0,11266.38,9,Low,2023-11,2023-10-30/2023-11-05,13,0
2425099132,85016568,2023-08-15 01:15:08,2023-08-15 01:30:08,2023-08-15 01:34:08,on time,2498.22,Wallet,44245,4794,2,795.1,604184,Household Care,Toilet Cleaner,"Gaba, Sodhi and Choudhary",25,Rudra Mall,Tinsukia,Regular,2,367.12,2024-07-17,4,1.07,Traffic,4,neutral,Product Quality,0,734.24,2,High,2023-08,2023-08-14/2023-08-20,1,0
6706793332,6247821,2024-10-09 21:50:33,2024-10-09 22:04:33,2024-10-09 22:16:33,slightly delayed,949.75,UPI,76503,8271,2,896.32,615545,Personal Care,Soap,Barman Inc,35,Mekhala Vora,Panvel,Regular,15,1832.58,2023-07-15,12,2.99,Traffic,2,negative,Delivery,0,27488.699999999997,15,Low,2024-10,2024-10-07/2024-10-13,21,0
2149289255,57579640,2024-11-01 15:00:29,2024-11-01 15:20:29,2024-11-01 15:39:29,significantly delayed,2687.31,Cash,25251,7315,3,1255.44,567671,Snacks & Munchies,Biscuits,Nagar LLC,35,Sneha Amble,Siwan,Premium,10,697.08,2023-07-11,19,2.56,Traffic,3,negative,Product Quality,0,6970.8,10,Medium,2024-11,2024-10-28/2024-11-03,15,0
1971008155,2457734,2023-10-23 22:23:41,2023-10-23 22:43:41,2023-10-23 22:39:41,on time,1866.01,Cash,30330,5472,1,869.22,222892,Fruits & Vegetables,Tomatoes,Ramakrishnan-Ghose,25,Onkar Garg,Ahmednagar,Premium,12,923.06,2023-05-27,-4,0.86,,1,negative,App Experience,0,11076.72,12,Low,2023-10,2023-10-23/2023-10-29,22,0
2087093460,59329145,2024-07-11 11:31:57,2024-07-11 11:42:57,2024-07-11 11:41:57,on time,4198.33,Card,27478,2176,2,1851.3,34186,Fruits & Vegetables,Mangoes,Mandal-Kar,25,William Guha,Gulbarga,Regular,19,999.5,2024-08-30,-1,0.77,,4,neutral,Delivery,0,18990.5,19,High,2024-07,2024-07-08/2024-07-14,11,0
2116712588,24043135,2023-11-11 20:33:38,2023-11-11 20:48:38,2023-11-11 20:51:38,on time,44.35,Wallet,34078,6552,1,493.19,891833,Dairy & Breakfast,Curd,Mani PLC,20,Edhitha Bassi,Bijapur,Inactive,15,1681.39,2024-10-01,3,4.26,Traffic,3,neutral,Delivery,0,25220.850000000002,15,Medium,2023-11,2023-11-06/2023-11-12,20,0
6054358790,59216664,2024-01-26 10:11:06,2024-01-26 10:31:06,2024-01-26 10:26:06,on time,3217.7,Wallet,52564,1880,1,307.23,532965,Instant & Frozen Food,Frozen Pizza,Sachdev Inc,40,Netra Keer,Deoghar,Regular,10,225.69,2023-03-22,-5,3.96,,3,neutral,Product Quality,0,2256.9,10,Medium,2024-01,2024-01-22/2024-01-28,10,0
532660797,41008070,2024-05-20 06:25:18,2024-05-20 06:37:18,2024-05-20 06:51:18,slightly delayed,2683.73,UPI,97547,2245,2,33.72,962054,Cold Drinks & Juices,Orange Juice,Toor-Nagar,30,Libni Dua,Vijayawada,New,1,1017.46,2024-05-01,14,4.9,Traffic,3,neutral,Delivery,0,1017.46,1,Medium,2024-05,2024-05-20/2024-05-26,6,1
1491991005,52215833,2024-03-04 08:49:03,2024-03-04 09:01:03,2024-03-04 09:01:03,on time,3472.55,Wallet,85285,3036,1,186.08,33955,Instant & Frozen Food,Frozen Pizza,Baral Group,40,Lipika Parmer,Sirsa,Regular,5,305.65,2024-09-27,0,0.89,,3,negative,Product Quality,0,1528.25,5,Medium,2024-03,2024-03-04/2024-03-10,8,0
4136019599,74179536,2024-03-23 18:38:14,2024-03-23 18:52:14,2024-03-23 18:55:14,on time,1131.05,Wallet,34667,6564,3,1868.4299999999998,644847,Grocery & Staples,Salt,"Jhaveri, Kata and Kapur",15,Hitesh Ray,Nizamabad,Inactive,18,517.73,2024-10-14,3,4.58,Traffic,4,positive,App Experience,0,9319.14,18,High,2024-03,2024-03-18/2024-03-24,18,0
